Date,Severity,Host,IP,Message,
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:21.817 PRC: %ETH_PORT_CHANNEL-5-FOP_CHANGED: port-channel12: first operational port changed from Ethernet108/1/6 to Ethernet108/1/7,
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:21.812 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: Ethernet108/1/6 is down,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.214 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: Ethernet108/1/6 is down,
 09:09:57,6,CE6857-1-ZSNC-NS-DS,172.20.9.253," 2026 09:09:57.640+08:00 CE6857-1-ZSNC-NS-DS %%01BGP/6/PEER_STATE_CHG(l):CID=0x80130455;The state of the peer changed after receiving an event. (PrevState=ACTIVE, CurrState=CONNECT, InputEvent=CR_TIMER, Peer=10.31.90.2, SourceInterface=-, VpnInstance=OA-Client_Com)",
 09:09:53,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:09:52.62.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207263]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:09:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:09:41.290: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:09:41,6,CE6857-2-ZSNC-NS-DS,172.20.9.254," 2026 09:09:40.565+08:00 CE6857-2-ZSNC-NS-DS %%01BGP/6/PEER_STATE_CHG(l):CID=0x80130453;The state of the peer changed after receiving an event. (PrevState=ACTIVE, CurrState=CONNECT, InputEvent=CR_TIMER, Peer=10.32.96.122, SourceInterface=-, VpnInstance=WLAN-Server_Fou)",
 09:09:35,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:09:32.582.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207261]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:09:17,4,S5700-1-YE1-ES-WF,172.30.38.36," 2026 09:09:17+08:00 S5700-1-YE1-ES-WF L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VlanId = 111, MacAddress = fecc-b228-282a, Original-Port = GE0/0/2, Flapping port = GE0/0/1 and Eth-Trunk19. Please check the network accessed to flapping port.",
 09:09:16,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:09:13.122.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207260]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:09:03,4,S5720-1-F11-AV-WF,172.30.26.11, 2026 09:09:03.368.3+08:00 S5720-1-F11-AV-WF %%01SECE/4/UCSUPPRESSRESUME(l)[90160]:MAC address flapping finished on port. Unknown unicast packets were normally forwarded.(Interface=GigabitEthernet0/0/2),
 09:09:03,4,S5720-1-F11-AV-WF,172.30.26.11, 2026 09:09:03.368.2+08:00 S5720-1-F11-AV-WF %%01SECE/4/UCSUPPRESSRESUME(l)[90159]:MAC address flapping finished on port. Unknown unicast packets were normally forwarded.(Interface=GigabitEthernet0/0/5),
 09:09:03,4,S5720-1-F11-AV-WF,172.30.26.11, 2026 09:09:03.368.1+08:00 S5720-1-F11-AV-WF %%01SECE/4/UCSUPPRESSRESUME(l)[90158]:MAC address flapping finished on port. Unknown unicast packets were normally forwarded.(Interface=GigabitEthernet0/0/4),
 09:09:02,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:08:53.652.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207259]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:08:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:08:41.287: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:08:35,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:08:34.182.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207258]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:08:16,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:08:14.712.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207257]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:07:56,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:07:55.222.2+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207256]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:07:56,4,S6650-1-T08-AV-AS,172.20.32.18, Apr 27 2026 09:07:55.590: %DHCPD-4-PING_CONFLICT: DHCP address conflict:  server pinged 10.133.135.30.,
 09:07:55,5,ALTEON5208-3-ZCDC-NS-LB,10.112.8.55,  AlteonOS <ip>: default gateway 10.112.8.62 operational,
 09:07:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:07:41.284: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:07:39,4,S5700-1-F4-ES-WF,172.30.38.3," 2026 09:07:39+08:00 S5700-1-F4-ES-WF L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VlanId = 101, MacAddress = ce9e-ea1d-35aa, Original-Port = GE0/0/17, Flapping port = GE0/0/4 and GE0/0/6. Please check the network accessed to flapping port.",
 09:07:38,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:07:35.734.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207254]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:07:33,5,AE9700-1-CNR-WLAN,172.20.246.13," 2026 09:07:33.215.2+08:00 AE9700-1-CNR-WLAN %%01DHCP/5/WAITOFFER_TIMEOUT(l)[909824]:The DHCP server did not respond within the specified period. (Client InterfaceName=Vlanif1, Current state=Init, MAC address=dcef-8032-6efd, Expected address=0.0.0.0)",
 09:07:20,4,C3850-1-ZCNC-XS,172.20.12.14, Apr 27 2026 09:07:19.360: %PLATFORM-4-ELEMENT_WARNING:Switch 1 R0/0: smand:  1/RP/0: Used Memory value 95% exceeds warning level 90%,
 09:07:17,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:07:17.274.2+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207253]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:07:11,4,CE6857-4-ZCSC-NS-AS,172.20.0.102," 2026 09:07:09.215+08:00 CE6857-4-ZCSC-NS-AS %%01DEVM/4/hwIfMonitorInputRateRising_active(l):CID=0x80fc0101-alarmID=0x081300ae;Interface input flow bandwidth usage exceeded the trap threshold. (Interface=11, BandWidthUsage=94, TrapThreshold=90, InterfaceName=10GE1/0/1)",
 09:07:03,4,S5730-1-A218_C4-DMZ-CNR-AS,172.20.65.33," 2026 09:07:03+08:00 S5730-1-A218_C4-DMZ-CNR-AS L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VLANID=1552, MacAddress=6c92-bfb8-cb9e, Original-Port=GE1/0/7, Flapping port=GE0/0/7. Please check the network accessed to flapping port.",
 09:07:02,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:06:56.794.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207251]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:07:02,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, mcpd[9526]: 01070727:5: Pool /Common/NX-InfoTR-21-pool member /Common/10.110.83.34:21 monitor status up. [ /Common/tcp: up ]  [ was down for 0hr:0min:14sec ],
 09:07:00,6,CE6857-1-WAN-NS-AR,172.20.50.1," 2026 09:07:00.599+08:00 CE6857-1-WAN-NS-AR %%01BGP/6/PEER_STATE_CHG(l):CID=0x80130444;The state of the peer changed after receiving an event. (PrevState=ACTIVE, CurrState=CONNECT, InputEvent=CR_TIMER, Peer=10.31.198.30, SourceInterface=-, VpnInstance=Public_Cloud_AKAMAI)",
 09:07:00,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, mcpd[8938]: 01070727:5: Pool /Common/NX-InfoTR-21-pool member /Common/10.110.83.34:21 monitor status up. [ /Common/tcp: up ]  [ was down for 0hr:0min:15sec ],
 09:06:49,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm3[18828]: 01010221:5: Pool /Common/NX-InfoTR-21-pool now has available members,
 09:06:49,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm2[18828]: 01010221:5: Pool /Common/NX-InfoTR-21-pool now has available members,
 09:06:49,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm[18828]: 01010221:5: Pool /Common/NX-InfoTR-21-pool now has available members,
 09:06:49,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm1[18828]: 01010221:5: Pool /Common/NX-InfoTR-21-pool now has available members,
 09:06:49,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, mcpd[8938]: 01070727:5: Pool /Common/NX-InfoTR-21-pool member /Common/10.110.83.33:21 monitor status up. [ /Common/tcp: up ]  [ was down for 0hr:0min:9sec ],
 09:06:48,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, mcpd[9526]: 01070638:5: Pool /Common/NX-InfoTR-21-pool member /Common/10.110.83.34:21 monitor status down. [ /Common/tcp: down; last error: /Common/tcp: Unable to connect. @2026/04/27 09:06:48.  ]  [ was up for 119hrs:42mins:48sec ],
 09:06:47,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:06:37.314.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207250]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:06:47,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, mcpd[9526]: 01070727:5: Pool /Common/NX-InfoTR-21-pool member /Common/10.110.83.33:21 monitor status up. [ /Common/tcp: up ]  [ was down for 0hr:0min:4sec ],
 09:06:45,3,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm[18828]: 01010028:3: No members available for pool /Common/NX-InfoTR-21-pool,
 09:06:45,3,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm1[18828]: 01010028:3: No members available for pool /Common/NX-InfoTR-21-pool,
 09:06:45,3,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm3[18828]: 01010028:3: No members available for pool /Common/NX-InfoTR-21-pool,
 09:06:45,3,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm2[18828]: 01010028:3: No members available for pool /Common/NX-InfoTR-21-pool,
 09:06:45,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, mcpd[8938]: 01070638:5: Pool /Common/NX-InfoTR-21-pool member /Common/10.110.83.34:21 monitor status down. [ /Common/tcp: down; last error: /Common/tcp: Unable to connect. @2026/04/27 09:06:45.  ]  [ was up for 119hrs:42mins:43sec ],
 09:06:43,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, mcpd[9526]: 01070638:5: Pool /Common/NX-InfoTR-21-pool member /Common/10.110.83.33:21 monitor status down. [ /Common/tcp: down; last error: /Common/tcp: No successful responses received before deadline. @2026/04/27 09:06:43.  ]  [ was up for 71hrs:59mins:38sec ],
 09:06:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:06:41.284: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:06:42,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, tmm1[13347]: 01010221:5: Pool /Common/NX-InfoTR-20100-pool now has available members,
 09:06:42,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, tmm2[13347]: 01010221:5: Pool /Common/NX-InfoTR-20100-pool now has available members,
 09:06:42,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, tmm[13347]: 01010221:5: Pool /Common/NX-InfoTR-20100-pool now has available members,
 09:06:42,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, tmm3[13347]: 01010221:5: Pool /Common/NX-InfoTR-20100-pool now has available members,
 09:06:42,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, mcpd[9526]: 01070727:5: Pool /Common/NX-InfoTR-20100-pool member /Common/10.110.83.33:20100 monitor status up. [ /Common/tcp: up ]  [ was down for 0hr:0min:9sec ],
 09:06:40,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm2[18828]: 01010221:5: Pool /Common/NX-InfoTR-20100-pool now has available members,
 09:06:40,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm3[18828]: 01010221:5: Pool /Common/NX-InfoTR-20100-pool now has available members,
 09:06:40,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm[18828]: 01010221:5: Pool /Common/NX-InfoTR-20100-pool now has available members,
 09:06:40,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm1[18828]: 01010221:5: Pool /Common/NX-InfoTR-20100-pool now has available members,
 09:06:40,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, mcpd[8938]: 01070638:5: Pool /Common/NX-InfoTR-21-pool member /Common/10.110.83.33:21 monitor status down. [ /Common/tcp: down; last error: /Common/tcp: Unable to connect. @2026/04/27 09:06:40.  ]  [ was up for 119hrs:42mins:48sec ],
 09:06:40,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, mcpd[8938]: 01070727:5: Pool /Common/NX-InfoTR-20100-pool member /Common/10.110.83.33:20100 monitor status up. [ /Common/tcp: up ]  [ was down for 0hr:0min:4sec ],
 09:06:36,3,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm3[18828]: 01010028:3: No members available for pool /Common/NX-InfoTR-20100-pool,
 09:06:36,3,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm1[18828]: 01010028:3: No members available for pool /Common/NX-InfoTR-20100-pool,
 09:06:36,3,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm2[18828]: 01010028:3: No members available for pool /Common/NX-InfoTR-20100-pool,
 09:06:36,3,F5-I4000-2-DMZ-NS.LB,10.112.8.78, tmm[18828]: 01010028:3: No members available for pool /Common/NX-InfoTR-20100-pool,
 09:06:36,5,F5-I4000-2-DMZ-NS.LB,10.112.8.78, mcpd[8938]: 01070638:5: Pool /Common/NX-InfoTR-20100-pool member /Common/10.110.83.33:20100 monitor status down. [ /Common/tcp: down; last error: /Common/tcp: Unable to connect. @2026/04/27 09:06:36.  ]  [ was up for 119hrs:42mins:48sec ],
 09:06:33,3,F5-I4000-1-DMZ-NS.LB,10.112.8.77, tmm2[13347]: 01010028:3: No members available for pool /Common/NX-InfoTR-20100-pool,
 09:06:33,3,F5-I4000-1-DMZ-NS.LB,10.112.8.77, tmm3[13347]: 01010028:3: No members available for pool /Common/NX-InfoTR-20100-pool,
 09:06:33,3,F5-I4000-1-DMZ-NS.LB,10.112.8.77, tmm1[13347]: 01010028:3: No members available for pool /Common/NX-InfoTR-20100-pool,
 09:06:33,3,F5-I4000-1-DMZ-NS.LB,10.112.8.77, tmm[13347]: 01010028:3: No members available for pool /Common/NX-InfoTR-20100-pool,
 09:06:33,5,F5-I4000-1-DMZ-NS.LB,10.112.8.77, mcpd[9526]: 01070638:5: Pool /Common/NX-InfoTR-20100-pool member /Common/10.110.83.33:20100 monitor status down. [ /Common/tcp: down; last error: /Common/tcp: Unable to connect. @2026/04/27 09:06:33.  ]  [ was up for 119hrs:42mins:49sec ],
 09:06:31,5,C4900M-54-ZCSC-NS-AS,172.20.0.127," Apr 27 09:06:30.935: %SFF8472-5-THRESHOLD_VIOLATION: Te1/2: Rx power low warning; Operating value:  -9.9 dBm, Threshold value:  -9.9 dBm.",
 09:06:19,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:06:17.854.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207249]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:06:02,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:05:58.454.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207248]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:05:58,4,S5730-1-A218_C6-CNR-AS,172.20.64.14," 2026 09:05:58+08:00 S5730-1-A218_C6-CNR-AS L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VLANID=1552, MacAddress=6c92-bfb8-d1be, Original-Port=GE0/0/9, Flapping port=GE1/0/9. Please check the network accessed to flapping port.",
 09:05:47,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:05:38.894.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207247]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:05:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:05:41.285: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:05:21,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:05:19.424.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207246]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:05:17,4,S5736-1-T07-AV_PBX-AS,172.20.135.13," 2026 09:05:17+08:00 S5736-1-T07-AV_PBX-AS L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VLANID=1, MacAddress=001c-549c-087c, Original-Port=Eth-Trunk126, Flapping port=GE0/0/6. Please check the network accessed to flapping port.",
 09:05:02,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:04:59.954.2+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207245]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:04:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:04:41.284: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:04:42,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:04:40.484.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207243]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:04:21,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:04:21.4.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207242]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:04:01,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:04:01.534.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207241]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:04:01,5,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:04:01.744.2+08:00 AE9700-2-CNR-WLAN %%01DHCP/5/WAITOFFER_TIMEOUT(l)[1207240]:The DHCP server did not respond within the specified period. (Client InterfaceName=Vlanif1, Current state=Init, MAC address=9cb2-e8b5-a2a4, Expected address=0.0.0.0)",
 09:03:51,2,CN12710-2-LAN-CRI-DS,172.22.10.189, 2026 Apr 27 09:03:51.790 Prc: %BGP-5-ADJCHANGE:  bgp-64512 [18348] (NMS) neighbor 172.26.75.134 Up ,
 09:03:51,2,S5720-1-B300-NSDM-CRI-AS,172.20.82.226," 2026 09:03:38+08:00 S5720-1-B300-NSDM-CRI-AS BGP/2/ESTABLISHED:OID 1.3.6.1.2.1.15.7.1 The BGP FSM enters the Established state. (BgpPeerRemoteAddr=172.26.75.133, BgpPeerLastError=0 , BgpPeerState=6)",
 09:03:51,3,S5720-1-B300-NSDM-CRI-AS,172.20.82.226," 2026 09:03:38.120.1+08:00 S5720-1-B300-NSDM-CRI-AS %%01BGP/3/STATE_CHG_UPDOWN(l)[70]:The status of the peer 172.26.75.133 changed from OPENCONFIRM to ESTABLISHED. (InstanceName=Public, StateChangeReason=Up) ",
 09:03:47,3,S5720-1-B300-NSDM-CRI-AS,172.20.82.226," 2026 09:03:31.870.1+08:00 S5720-1-B300-NSDM-CRI-AS %%01BGP/3/STATE_CHG_UPDOWN(l)[69]:The status of the peer 172.25.75.133 changed from OPENCONFIRM to ESTABLISHED. (InstanceName=Public, StateChangeReason=Up) ",
 09:03:47,2,S5720-1-B300-NSDM-CRI-AS,172.20.82.226," 2026 09:03:31+08:00 S5720-1-B300-NSDM-CRI-AS BGP/2/ESTABLISHED:OID 1.3.6.1.2.1.15.7.1 The BGP FSM enters the Established state. (BgpPeerRemoteAddr=172.25.75.133, BgpPeerLastError=0 , BgpPeerState=6)",
 09:03:47,4,S5720-1-B300-NSDM-CRI-AS,172.20.82.226," 2026 09:02:41.10.3+08:00 S5720-1-B300-NSDM-CRI-AS %%01ALML/4/PUBLISH_EVENT(l)[2]:Publish event. (Slot=0, Event ID=BOARD_SERVICE_REGISTER).",
 09:03:47,4,S5720-1-B300-NSDM-CRI-AS,172.20.82.226, 2026 09:02:34.600.2+08:00 S5720-1-B300-NSDM-CRI-AS %%01RM/4/ROUTERID_CHANGE(l)[1]:The router ID is 172.25.75.134. (InstanceID=0),
 09:03:47,4,S5720-1-B300-NSDM-CRI-AS,172.20.82.226," 2026 09:02:26+08:00 S5720-1-B300-NSDM-CRI-AS %%01ALML/4/ENTUP(l)[0]:Board[0] registers successfully, the barcode is: 210235950410FA000153.",
 09:03:45,2,CN12710-1-LAN-CRI-DS,172.21.10.189, 2026 Apr 27 09:03:45.634 Prc: %BGP-5-ADJCHANGE:  bgp-64512 [11939] (NMS) neighbor 172.25.75.134 Up ,
 09:03:45,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:03:42.54.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207238]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:03:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:03:41.280: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:03:23,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:03:22.594.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207237]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:03:08,2,CN12710-2-LAN-CRI-DS,172.22.10.189, 2026 Apr 27 09:03:08.734 Prc: %ETHPORT-5-IF_UP: Interface Ethernet1/36.2726 is up in Layer3,
